Date Time,Event,Actual
3/5/15,Nonfarm Productivity,-2.20%
3/5/15,Unit Labor Costs,4.10%
3/5/15,Initial Jobless Claims,320
3/5/15,Continuing Claims,2421
3/5/15,Langer Consumer Comfort,43.5
3/5/15,Factory Orders,-0.20%
3/6/15,Change in Nonfarm Payrolls,295
3/6/15,Two-Month Payroll Net Revision,-18
3/6/15,Change in Private Payrolls,288
3/6/15,Change in Manufact. Payrolls,8
3/6/15,Unemployment Rate,5.50%
3/6/15,Average Hourly Earnings MoM,0.10%
3/6/15,Average Hourly Earnings YoY,2.00%
3/6/15,Average Weekly Hours All Employees,34.6
3/6/15,Underemployment Rate,11.00%
3/6/15,Labor Force Participation Rate,62.80%
3/6/15,Trade Balance,($41.80)
3/6/15,Consumer Credit,$11.56 
3/10/15,NFIB Small Business Optimism,98
3/10/15,Wholesale Inventories MoM,0.30%
3/10/15,Wholesale Trade Sales MoM,-3.10%
3/10/15,JOLTS Job Openings,4998
3/11/15,MBA Mortgage Applications,-1.30%
3/12/15,Retail Sales Advance MoM,-0.60%
3/12/15,Retail Sales Ex Auto MoM,-0.10%
3/12/15,Retail Sales Ex Auto and Gas,-0.20%
3/12/15,Retail Sales Control Group,0.00%
3/12/15,Initial Jobless Claims,289
3/12/15,Continuing Claims,2418
3/12/15,Import Price Index MoM,0.40%
3/12/15,Import Price Index YoY,-9.40%
3/12/15,Langer Consumer Comfort,43.3
3/12/15,Business Inventories,0.00%
3/12/15,Household Change in Net Worth,"$1,517 "
3/12/15,Monthly Budget Statement,($192.30)
3/13/15,PPI Final Demand MoM,-0.50%
3/13/15,"PPI Ex Food, Energy, Trade MoM",0.00%
3/13/15,PPI Final Demand YoY,-0.60%
3/13/15,"PPI Ex Food, Energy, Trade YoY",0.70%
3/13/15,U. of Mich. Sentiment,91.2
3/13/15,U. of Mich. Current Conditions,103
3/13/15,U. of Mich. Expectations,83.7
3/13/15,U. of Mich. 1 Yr Inflation,3.00%
3/13/15,U. of Mich. 5-10 Yr Inflation,2.80%
3/16/15,Empire Manufacturing,6.9
3/16/15,Industrial Production MoM,0.10%
3/16/15,Capacity Utilization,78.90%
3/16/15,Manufacturing (SIC) Production,-0.20%
3/16/15,NAHB Housing Market Index,53
3/16/15,Net Long-term TIC Flows,($27.20)
3/16/15,Total Net TIC Flows,$88.30 
3/17/15,Housing Starts,897
3/17/15,Housing Starts MoM,-17.00%
3/17/15,Building Permits,1092
3/18/15,MBA Mortgage Applications,-3.90%
3/18/15,FOMC Rate Decision (Upper Bound),0.25%
3/18/15,FOMC Rate Decision (Lower Bound),0.00%
3/19/15,Current Account Balance,($113.50)
3/19/15,Initial Jobless Claims,291
3/19/15,Continuing Claims,2417
3/19/15,Langer Consumer Comfort,44.2
3/19/15,Philadelphia Fed Business Outlook,5
3/19/15,Leading Index,0.20%
3/23/15,Chicago Fed Nat Activity Index,-0.11
3/23/15,Existing Home Sales,4.88
3/23/15,Existing Home Sales MoM,1.20%
3/24/15,Real Avg Weekly Earnings YoY,2.60%
3/24/15,CPI MoM,0.20%
3/24/15,CPI Ex Food and Energy MoM,0.20%
3/24/15,CPI YoY,0.00%
3/24/15,CPI Ex Food and Energy YoY,1.70%
3/24/15,CPI Index NSA,234.722
3/24/15,CPI Core Index SA,240.247
3/24/15,FHFA House Price Index MoM,0.30%
3/24/15,New Home Sales,539
3/24/15,New Home Sales MoM,7.80%
3/24/15,Richmond Fed Manufact. Index,-8
3/25/15,MBA Mortgage Applications,9.50%
3/25/15,Durable Goods Orders,-1.40%
3/25/15,Durables Ex Transportation,-0.40%
3/25/15,Cap Goods Orders Nondef Ex Air,-1.40%
3/25/15,Cap Goods Ship Nondef Ex Air,0.20%
3/26/15,Initial Jobless Claims,282
3/26/15,Continuing Claims,2416
3/26/15,Langer Consumer Comfort,45.5
3/26/15,Kansas City Fed Manf. Activity,-4
3/27/15,GDP Annualized QoQ,2.20%
3/27/15,Personal Consumption,4.40%
3/27/15,GDP Price Index,0.10%
3/27/15,Core PCE QoQ,1.10%
3/27/15,U. of Mich. Sentiment,93
3/27/15,U. of Mich. Current Conditions,105
3/27/15,U. of Mich. Expectations,85.3
3/27/15,U. of Mich. 1 Yr Inflation,3.00%
3/27/15,U. of Mich. 5-10 Yr Inflation,2.80%
3/30/15,Personal Income,0.40%
3/30/15,Personal Spending,0.10%
3/30/15,Real Personal Spending,-0.10%
3/30/15,PCE Deflator MoM,0.20%
3/30/15,PCE Deflator YoY,0.30%
3/30/15,PCE Core Deflator MoM,0.10%
3/30/15,PCE Core Deflator YoY,1.40%
3/30/15,Pending Home Sales MoM,3.10%
3/30/15,Pending Home Sales NSA YoY,12.00%
3/30/15,Dallas Fed Manf. Activity,-17.4
3/31/15,MNI Chicago PMI,46.3
3/31/15,Conf. Board Consumer Confidence,101.3
4/1/15,MBA Mortgage Applications,4.60%
4/1/15,ADP Employment Change,189
4/1/15,Construction Spending MoM,-0.10%
4/1/15,ISM Manufacturing,51.5
4/1/15,ISM Prices Paid,39
4/1/15,Wards Total Vehicle Sales,17.05
4/2/15,Challenger Job Cuts YoY,6.40%
4/2/15,Initial Jobless Claims,268
4/2/15,Continuing Claims,2325
4/2/15,Trade Balance,($35.40)
4/2/15,Langer Consumer Comfort,46.2
4/2/15,Factory Orders,0.20%
4/3/15,Change in Nonfarm Payrolls,126
4/3/15,Two-Month Payroll Net Revision,-69
4/3/15,Change in Private Payrolls,129
4/3/15,Change in Manufact. Payrolls,-1
4/3/15,Unemployment Rate,5.50%
4/3/15,Average Hourly Earnings MoM,0.30%
4/3/15,Average Hourly Earnings YoY,2.10%
4/3/15,Average Weekly Hours All Employees,34.5
4/3/15,Underemployment Rate,10.90%
4/3/15,Labor Force Participation Rate,62.70%
4/6/15,ISM Services Index,56.5
4/7/15,JOLTS Job Openings,5133
4/7/15,Consumer Credit,$15.52 
4/8/15,MBA Mortgage Applications,0.40%
4/8/15,FOMC Meeting Minutes,--
4/9/15,Initial Jobless Claims,281
4/9/15,Continuing Claims,2304
4/9/15,Langer Consumer Comfort,47.9
4/9/15,Wholesale Inventories MoM,0.30%
4/9/15,Wholesale Trade Sales MoM,-0.20%
4/10/15,Import Price Index MoM,-0.30%
4/10/15,Import Price Index YoY,-10.50%
4/13/15,Monthly Budget Statement,($52.90)
4/14/15,Retail Sales Advance MoM,0.90%
4/14/15,Retail Sales Ex Auto MoM,0.40%
4/14/15,Retail Sales Ex Auto and Gas,0.50%
4/14/15,Retail Sales Control Group,0.30%
4/14/15,PPI Final Demand MoM,0.20%
4/14/15,"PPI Ex Food, Energy, Trade MoM",0.20%
4/14/15,PPI Final Demand YoY,-0.80%
4/14/15,"PPI Ex Food, Energy, Trade YoY",0.80%
4/14/15,NFIB Small Business Optimism,95.2
4/14/15,Business Inventories,0.30%
4/15/15,MBA Mortgage Applications,-2.30%
4/15/15,Empire Manufacturing,-1.2
4/15/15,Industrial Production MoM,-0.60%
4/15/15,Capacity Utilization,78.40%
4/15/15,Manufacturing (SIC) Production,0.10%
4/15/15,NAHB Housing Market Index,56
4/15/15,Net Long-term TIC Flows,$9.80 
4/15/15,Total Net TIC Flows,$4.10 
4/16/15,Housing Starts,926
4/16/15,Housing Starts MoM,2.00%
4/16/15,Building Permits,1039
4/16/15,Initial Jobless Claims,294
4/16/15,Continuing Claims,2268
4/16/15,Langer Consumer Comfort,46.6
4/16/15,Philadelphia Fed Business Outlook,7.5
4/17/15,CPI MoM,0.20%
4/17/15,CPI Ex Food and Energy MoM,0.20%
4/17/15,CPI YoY,-0.10%
4/17/15,CPI Ex Food and Energy YoY,1.80%
4/17/15,CPI Index NSA,236.119
4/17/15,CPI Core Index SA,240.793
4/17/15,Real Avg Weekly Earnings YoY,2.20%
4/17/15,U. of Mich. Sentiment,95.9
4/17/15,U. of Mich. Current Conditions,108.2
4/17/15,U. of Mich. Expectations,88
4/17/15,U. of Mich. 1 Yr Inflation,2.50%
4/17/15,U. of Mich. 5-10 Yr Inflation,2.60%
4/17/15,Leading Index,0.20%
4/20/15,Chicago Fed Nat Activity Index,-0.42
4/22/15,MBA Mortgage Applications,2.30%
4/22/15,FHFA House Price Index MoM,0.70%
4/22/15,Existing Home Sales,5.19
4/22/15,Existing Home Sales MoM,6.10%
